fold,split,train_rows,eval_rows,account_points,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
fold1,val,1241,231,231,0.05809333488673318,0.06382391853618152,0.12907515878423706,0.4944709666626871,0.7511278225992999,0.6074957438443919,-0.10506068426469473,29.831825501726854,32.68530446276159,14.4
fold1,test,1241,233,233,0.19105879206877208,0.20914717281400974,0.09442540294663497,2.2149460451040954,3.3053504109814638,3.993550908290713,-0.05237122991967247,143.9287345615007,156.33638409266456,2.191780821917808
fold2,val,1240,233,233,-0.04170025735581517,-0.04521263731610692,0.09709102099806852,-0.46567269404867373,-0.6994365936013817,-0.430138456705532,-0.10511182297531463,95.38014649177316,103.60257291347774,3.7291666666666665
fold2,test,1240,233,233,0.17979272129463109,0.19672912346022708,0.0955679028107407,2.0585271589544294,3.5640436018787605,2.853788628236745,-0.06893612284865647,88.77976847004896,96.4331967864325,3.8222222222222224
fold3,val,1239,233,233,0.2063203513157823,0.22598539727248146,0.1028602994078822,2.1970128278195946,2.9682359360673383,3.8454470026815604,-0.058767003449766486,13.329545614716478,14.47864437460583,29.0
fold3,test,1239,233,233,0.02113877281694032,0.022981868537790273,0.15442239716104633,0.14882471040662967,0.20296388577307806,0.18706175112589668,-0.12285712284561567,0.9669736957025211,1.0503334970561868,232.0
fold4,val,1239,233,233,-0.03189837044110466,-0.0346001210136091,0.15132362181019618,-0.22864983404248485,-0.30836664734665925,-0.20862045252460418,-0.16585200825182012,69.23621956072878,75.20485917803299,5.852941176470588
fold4,test,1239,233,233,0.17443358030324618,0.19082558050680665,0.10648803042945915,1.7919908907810556,2.9180916991912285,4.183313433659529,-0.04561589360514973,41.32022721441477,44.88231576738156,10.047619047619047
fold5,val,1239,233,233,0.060066991385997026,0.06541110135064687,0.10860023722033288,0.6023108514757476,1.0141348562336159,1.047971731894115,-0.06241685663831997,37.388635710768924,40.61179396169728,11.157894736842104
fold5,test,1239,232,232,-0.15191310914937417,-0.16452217488981635,0.06782408193591358,-2.425719157470823,-3.5409300886746156,-1.0538377709861404,-0.15611717421730187,1.0835930114750685,1.1821014670637109,231.0
fold6,val,1239,232,232,-0.030798394541498464,-0.0335507679526581,0.06159069918698835,-0.5447375723207577,-0.8098641112587122,-0.46231494173854787,-0.07257123861601689,13.05599628331406,14.242905036342611,28.142857142857142
fold6,test,1239,232,232,0.11668478551490846,0.12794500730263958,0.16510656036037638,0.7749238250943835,1.2239511856199603,0.7469541782869028,-0.17128896393092574,31.54858745897358,34.41664086433481,13.4375
fold7,val,1240,232,232,0.22475890425981349,0.2475420875323362,0.16481255190446853,1.5019613777706735,2.372421003373678,2.4452691705540497,-0.10123306281093303,6.053762200953208,6.60410421922168,73.33333333333333
fold7,test,1240,233,233,-0.04971616659880296,-0.05388452461122406,0.11804637509095972,-0.4564691170711829,-0.6016013214402505,-0.38467150291895347,-0.14007932535251255,15.03170947682347,16.327546500687564,28.125
fold8,val,1239,233,233,0.0890110987585826,0.09704576718137314,0.11618422607084695,0.8352748945644003,0.9844840961015953,1.4663093183645124,-0.06618369396275525,10.966084541607028,11.911436657262808,36.0
fold8,test,1239,93,93,-0.19840604250640081,-0.4543443340522658,0.5066941755620494,-0.8966835538385365,-1.2323675484929226,-1.332202627025711,-0.34104746893243976,5.109290881840885,13.995014154607643,29.333333333333332
